,date,coolingdegreedays,coolingdegreedaysnormal,fog,gdegreedays,hail,heatingdegreedays,heatingdegreedaysnormal,humidity,maxdewpti,maxdewptm,maxhumidity,maxpressurei,maxpressurem,maxtempi,maxtempm,maxvisi,maxvism,maxwspdi,maxwspdm,meandewpti,meandewptm,meanpressurei,meanpressurem,meantempi,meantempm,meanvisi,meanvism,meanwdird,meanwdire,meanwindspdi,meanwindspdm,mindewpti,mindewptm,minhumidity,minpressurei,minpressurem,mintempi,mintempm,minvisi,minvism,minwspdi,minwspdm,monthtodatecoolingdegreedays,monthtodatecoolingdegreedaysnormal,monthtodateheatingdegreedays,monthtodateheatingdegreedaysnormal,monthtodatesnowfalli,monthtodatesnowfallm,precipi,precipm,precipsource,rain,since1jancoolingdegreedays,since1jancoolingdegreedaysnormal,since1julheatingdegreedays,since1julheatingdegreedaysnormal,since1julsnowfalli,since1julsnowfallm,since1sepcoolingdegreedays,since1sepcoolingdegreedaysnormal,since1sepheatingdegreedays,since1sepheatingdegreedaysnormal,snow,snowdepthi,snowdepthm,snowfalli,snowfallm,thunder,tornado
0,"{'pretty': '12:00 AM ICT on April 16, 2017', 'year': '2017', 'mon': '04', 'mday': '16', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,38,0,0,,62,75,24,79,29.86,1011,95,35,6.2,10.0,13,20,71,21,29.80,1009.13,88,31,6.2,10.0,145,SE,7,11,66,19,39,29.71,1006,80,27,6.2,10.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on April 17, 2017', 'year': '2017', 'mon': '04', 'mday': '17', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,36,0,0,,68,75,24,84,29.89,1012,93,34,6.2,10.0,10,17,73,23,29.82,1009.69,86,30,6.2,10.0,149,SSE,7,11,70,21,46,29.74,1007,80,27,6.2,10.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM ICT on April 18, 2017', 'year': '2017', 'mon': '04', 'mday': '18', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,36,0,0,,73,77,25,89,29.86,1011,93,34,6.2,10.0,12,18,76,24,29.81,1009.20,86,30,6.2,10.0,164,SSE,5,8,72,22,49,29.71,1006,80,27,5.0,8.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM ICT on April 19, 2017', 'year': '2017', 'mon': '04', 'mday': '19', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",23,,0,38,0,0,,67,77,25,89,29.86,1011,96,36,6.2,10.0,13,20,74,24,29.80,1009.04,88,32,6.2,10.0,207,SSW,6,9,70,21,44,29.71,1006,80,27,6.2,10.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on April 20, 2017', 'year': '2017', 'mon': '04', 'mday': '20', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",24,,0,39,0,0,,66,77,25,84,29.89,1012,96,36,6.2,10.0,10,17,74,24,29.80,1009.12,89,32,6.2,10.0,195,SSW,7,11,68,20,41,29.71,1006,82,28,6.2,10.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on April 21, 2017', 'year': '2017', 'mon': '04', 'mday': '21', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",24,,0,39,0,0,,65,79,26,89,29.86,1011,96,36,6.2,10.0,13,20,74,23,29.79,1008.58,89,32,6.2,10.0,220,SW,7,12,68,20,39,29.71,1006,82,28,6.2,10.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on April 22, 2017', 'year': '2017', 'mon': '04', 'mday': '22', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",24,,0,39,0,0,,65,79,26,89,29.86,1011,98,37,6.2,10.0,21,33,72,22,29.79,1008.53,89,32,6.0,9.7,198,SSW,5,8,66,19,35,29.68,1005,80,27,1.7,2.8,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on April 23, 2017', 'year': '2017', 'mon': '04', 'mday': '23', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,81,81,27,94,29.89,1012,93,34,6.2,10.0,13,20,77,25,29.81,1009.44,85,30,5.7,9.2,150,SSE,3,5,68,20,56,29.74,1007,77,25,1.9,3.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on April 24, 2017', 'year': '2017', 'mon': '04', 'mday': '24', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,73,79,26,94,29.89,1012,93,34,6.2,10.0,10,17,75,24,29.82,1009.52,86,30,5.9,9.5,135,SE,4,7,68,20,44,29.74,1007,78,26,3.7,6.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on April 25, 2017', 'year': '2017', 'mon': '04', 'mday': '25', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,37,0,0,,72,79,26,94,29.86,1011,96,36,6.2,10.0,16,26,75,24,29.81,1009.36,87,31,5.7,9.2,154,SSE,4,7,66,19,37,29.71,1006,78,26,1.9,3.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on April 26, 2017', 'year': '2017', 'mon': '04', 'mday': '26', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",21,,0,36,0,0,,75,79,26,94,29.86,1011,95,35,6.2,10.0,15,24,75,24,29.80,1008.98,86,30,5.9,9.5,131,SE,4,7,68,20,46,29.71,1006,77,25,3.1,5.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on April 27, 2017', 'year': '2017', 'mon': '04', 'mday': '27', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,77,79,26,94,29.86,1011,93,34,6.2,10.0,9,15,76,24,29.82,1009.61,86,30,5.5,8.9,268,West,3,5,70,21,46,29.74,1007,78,26,1.6,2.5,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on April 28, 2017', 'year': '2017', 'mon': '04', 'mday': '28', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,36,0,0,,69,79,26,94,29.86,1011,95,35,6.2,10.0,15,24,75,24,29.81,1009.19,86,30,5.8,9.3,131,SE,5,7,70,21,46,29.71,1006,78,26,3.7,6.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on April 29, 2017', 'year': '2017', 'mon': '04', 'mday': '29', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,75,79,26,94,29.92,1013,91,33,6.2,10.0,14,22,75,24,29.85,1010.70,83,28,5.9,9.6,47,NE,4,7,72,22,52,29.77,1008,75,24,2.5,4.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM ICT on April 30, 2017', 'year': '2017', 'mon': '04', 'mday': '30', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,72,79,26,94,29.86,1011,93,34,6.2,10.0,10,17,76,24,29.83,1009.89,86,30,6.0,9.7,136,SE,5,8,70,21,46,29.77,1008,78,26,4.3,7.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on May 01, 2017', 'year': '2017', 'mon': '05', 'mday': '01', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,38,0,0,,70,79,26,94,29.89,1012,95,35,6.2,10.0,9,15,76,24,29.82,1009.74,88,31,6.1,9.9,143,SE,5,8,70,21,44,29.74,1007,80,27,4.3,7.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on May 02, 2017', 'year': '2017', 'mon': '05', 'mday': '02', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,36,0,0,,76,81,27,94,29.89,1012,95,35,6.2,10.0,13,20,77,25,29.82,1009.69,86,30,6.0,9.7,216,SW,5,7,73,23,49,29.74,1007,78,26,2.5,4.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on May 03, 2017', 'year': '2017', 'mon': '05', 'mday': '03', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,38,0,0,,73,79,26,89,29.89,1012,93,34,6.2,10.0,8,13,77,25,29.81,1009.21,88,31,6.2,10.0,218,SW,5,7,73,23,55,29.74,1007,82,28,5.0,8.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM ICT on May 04, 2017', 'year': '2017', 'mon': '05', 'mday': '04', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,36,0,0,,73,81,27,94,29.86,1011,95,35,6.2,10.0,10,17,76,25,29.80,1009.04,86,30,5.8,9.3,197,SSW,5,7,73,23,52,29.71,1006,78,26,1.2,2.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on May 05, 2017', 'year': '2017', 'mon': '05', 'mday': '05', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,78,79,26,94,29.92,1013,93,34,6.2,10.0,17,28,77,25,29.84,1010.30,86,30,5.8,9.3,333,NNW,4,6,68,20,55,29.74,1007,78,26,0.9,1.5,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on May 06, 2017', 'year': '2017', 'mon': '05', 'mday': '06', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,81,81,27,94,29.92,1013,93,34,6.2,10.0,13,20,77,25,29.88,1011.52,86,30,5.7,9.2,112,ESE,4,6,70,21,46,29.80,1009,78,26,2.5,4.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on May 07, 2017', 'year': '2017', 'mon': '05', 'mday': '07', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",16,,0,32,0,0,,85,79,26,94,29.95,1014,86,30,6.2,10.0,16,26,76,24,29.86,1011.02,82,28,4.9,7.9,89,East,3,5,73,23,70,29.80,1009,77,25,1.9,3.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM ICT on May 08, 2017', 'year': '2017', 'mon': '05', 'mday': '08', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,79,81,27,94,29.86,1011,93,34,6.2,10.0,10,17,76,24,29.80,1009.13,85,30,5.1,8.3,66,ENE,3,5,72,22,49,29.68,1005,77,25,1.9,3.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on May 09, 2017', 'year': '2017', 'mon': '05', 'mday': '09', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,83,81,27,94,29.86,1011,93,34,6.2,10.0,12,18,77,25,29.78,1008.29,85,30,5.6,9.0,95,East,5,7,73,23,52,29.71,1006,77,25,1.9,3.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM ICT on May 10, 2017', 'year': '2017', 'mon': '05', 'mday': '10', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,77,79,26,94,29.86,1011,91,33,6.2,10.0,13,20,75,24,29.80,1009.10,84,29,5.8,9.4,109,ESE,5,8,72,22,55,29.71,1006,77,25,3.7,6.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on May 11, 2017', 'year': '2017', 'mon': '05', 'mday': '11', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,34,0,0,,77,79,26,94,29.86,1011,91,33,6.2,10.0,13,20,76,24,29.81,1009.50,84,30,5.6,9.1,92,East,4,7,73,23,55,29.71,1006,78,26,2.5,4.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM ICT on May 12, 2017', 'year': '2017', 'mon': '05', 'mday': '12', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",21,,0,36,0,0,,72,79,26,94,29.83,1010,95,35,6.2,10.0,12,18,75,24,29.78,1008.28,86,30,5.7,9.1,112,ESE,5,8,70,21,44,29.68,1005,77,25,3.7,6.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on May 13, 2017', 'year': '2017', 'mon': '05', 'mday': '13', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,80,81,27,94,29.80,1009,93,34,6.2,10.0,9,15,77,25,29.76,1007.69,86,30,5.6,9.0,88,East,4,7,72,22,52,29.68,1005,78,26,3.7,6.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on May 14, 2017', 'year': '2017', 'mon': '05', 'mday': '14', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,34,0,0,,86,81,27,94,29.80,1009,91,33,6.2,10.0,13,20,78,26,29.75,1007.31,84,30,5.8,9.3,103,ESE,4,6,73,23,59,29.68,1005,78,26,4.3,7.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on May 15, 2017', 'year': '2017', 'mon': '05', 'mday': '15', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,34,0,0,,88,81,27,94,29.77,1008,91,33,6.2,10.0,16,26,77,25,29.73,1006.66,84,30,5.3,8.5,174,South,3,5,75,24,59,29.65,1004,78,26,1.2,2.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on May 16, 2017', 'year': '2017', 'mon': '05', 'mday': '16', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,34,0,0,,87,81,27,94,29.80,1009,91,33,6.2,10.0,13,20,77,25,29.73,1006.71,84,30,5.1,8.3,176,South,3,5,75,24,59,29.68,1005,78,26,1.6,2.5,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM ICT on May 17, 2017', 'year': '2017', 'mon': '05', 'mday': '17', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,79,81,27,94,29.80,1009,93,34,6.2,10.0,13,20,77,25,29.74,1007.00,85,30,5.9,9.5,238,WSW,4,6,72,22,52,29.65,1004,77,25,3.1,5.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on May 18, 2017', 'year': '2017', 'mon': '05', 'mday': '18', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,36,0,0,,78,81,27,94,29.80,1009,95,35,6.2,10.0,16,26,78,25,29.76,1007.53,86,30,6.0,9.7,229,SW,4,7,73,23,49,29.68,1005,78,26,3.1,5.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on May 19, 2017', 'year': '2017', 'mon': '05', 'mday': '19', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,82,81,27,94,29.83,1010,93,34,6.2,10.0,16,26,78,26,29.77,1007.86,86,30,5.9,9.5,235,SW,5,8,75,24,56,29.68,1005,78,26,2.5,4.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on May 20, 2017', 'year': '2017', 'mon': '05', 'mday': '20', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,82,81,27,94,29.80,1009,93,34,6.2,10.0,15,24,77,25,29.72,1006.33,85,30,5.4,8.6,258,WSW,4,6,75,24,56,29.62,1003,77,25,0.6,1.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on May 21, 2017', 'year': '2017', 'mon': '05', 'mday': '21', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,86,82,28,94,29.77,1008,93,34,6.2,10.0,17,28,79,26,29.69,1005.34,86,30,5.7,9.2,246,WSW,4,7,73,23,52,29.62,1003,78,26,3.1,5.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on May 22, 2017', 'year': '2017', 'mon': '05', 'mday': '22', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,36,0,0,,82,81,27,94,29.77,1008,95,35,6.2,10.0,17,28,78,26,29.72,1006.26,86,30,6.2,10.0,245,WSW,5,9,73,23,53,29.65,1004,78,26,6.2,10.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on May 23, 2017', 'year': '2017', 'mon': '05', 'mday': '23', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,87,84,29,94,29.80,1009,93,34,6.2,10.0,14,22,80,26,29.74,1006.89,86,30,5.9,9.5,239,WSW,6,9,75,24,63,29.68,1005,78,26,1.6,2.5,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on May 24, 2017', 'year': '2017', 'mon': '05', 'mday': '24', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,36,0,0,,84,82,28,94,29.80,1009,95,35,6.2,10.0,20,32,78,26,29.72,1006.39,86,30,5.9,9.5,221,SW,3,5,73,23,52,29.62,1003,78,26,0.3,0.5,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on May 25, 2017', 'year': '2017', 'mon': '05', 'mday': '25', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,84,82,28,94,29.77,1008,93,34,6.2,10.0,20,32,79,26,29.73,1006.59,86,30,5.4,8.7,257,WSW,4,6,73,23,52,29.65,1004,78,26,2.5,4.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on May 26, 2017', 'year': '2017', 'mon': '05', 'mday': '26', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,34,0,0,,88,81,27,94,29.80,1009,91,33,6.2,10.0,17,28,78,26,29.74,1006.85,84,30,5.6,9.0,250,WSW,4,6,77,25,63,29.68,1005,78,26,1.6,2.5,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on May 27, 2017', 'year': '2017', 'mon': '05', 'mday': '27', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,85,81,27,94,29.77,1008,93,34,6.2,10.0,13,20,79,26,29.73,1006.50,86,30,5.5,8.9,253,WSW,5,8,75,24,59,29.65,1004,78,26,3.7,6.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on May 28, 2017', 'year': '2017', 'mon': '05', 'mday': '28', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,86,82,28,94,29.77,1008,91,33,6.2,10.0,12,18,79,26,29.72,1006.23,86,30,6.1,9.9,236,SW,5,7,75,24,62,29.65,1004,80,27,3.1,5.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on May 29, 2017', 'year': '2017', 'mon': '05', 'mday': '29', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,34,0,0,,85,82,28,94,29.80,1009,91,33,6.2,10.0,12,18,78,26,29.74,1007.11,84,30,5.5,8.8,308,NW,4,6,75,24,59,29.68,1005,78,26,3.1,5.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on May 30, 2017', 'year': '2017', 'mon': '05', 'mday': '30', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",17,,0,32,0,0,,91,82,28,94,29.80,1009,86,30,6.2,10.0,10,17,79,26,29.78,1008.19,82,28,5.0,8.1,303,WNW,3,4,77,25,84,29.74,1007,78,26,3.1,5.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on May 31, 2017', 'year': '2017', 'mon': '05', 'mday': '31', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,85,84,29,94,29.83,1010,91,33,6.2,10.0,12,18,79,26,29.78,1008.17,84,29,5.0,8.0,208,SSW,3,5,75,24,66,29.68,1005,77,25,2.5,4.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on June 01, 2017', 'year': '2017', 'mon': '06', 'mday': '01', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,79,84,29,94,29.80,1009,93,34,6.2,10.0,10,17,79,26,29.76,1007.54,86,30,5.9,9.5,213,SSW,5,7,73,23,55,29.68,1005,78,26,5.0,8.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on June 02, 2017', 'year': '2017', 'mon': '06', 'mday': '02', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,34,0,0,,86,82,28,94,29.83,1010,89,32,6.2,10.0,20,32,79,26,29.78,1008.33,84,29,6.0,9.7,247,WSW,7,11,77,25,66,29.71,1006,78,26,1.2,2.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on June 03, 2017', 'year': '2017', 'mon': '06', 'mday': '03', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,83,82,28,94,29.83,1010,93,34,6.2,10.0,18,30,78,26,29.78,1008.45,86,30,6.0,9.7,250,WSW,6,9,75,24,59,29.68,1005,78,26,5.0,8.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on June 04, 2017', 'year': '2017', 'mon': '06', 'mday': '04', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,34,0,0,,88,82,28,94,29.83,1010,91,33,6.2,10.0,18,30,78,26,29.76,1007.60,84,30,5.9,9.6,238,WSW,6,9,75,24,66,29.71,1006,78,26,3.7,6.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on June 05, 2017', 'year': '2017', 'mon': '06', 'mday': '05', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",16,,0,31,0,0,,88,82,28,94,29.80,1009,87,31,6.2,10.0,15,24,78,26,29.75,1007.46,81,28,5.9,9.5,232,SW,6,9,73,23,75,29.68,1005,75,24,1.2,2.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM ICT on June 06, 2017', 'year': '2017', 'mon': '06', 'mday': '06', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,34,0,0,,88,81,27,94,29.83,1010,89,32,6.2,10.0,16,26,77,25,29.77,1008.11,84,29,5.9,9.6,238,WSW,6,9,73,23,62,29.71,1006,78,26,5.0,8.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on June 07, 2017', 'year': '2017', 'mon': '06', 'mday': '07', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,78,79,26,94,29.86,1011,91,33,6.2,10.0,12,18,75,24,29.79,1008.52,84,29,5.9,9.5,250,WSW,5,8,72,22,55,29.71,1006,77,25,5.0,8.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on June 08, 2017', 'year': '2017', 'mon': '06', 'mday': '08', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,89,81,27,94,29.80,1009,89,32,6.2,10.0,17,28,78,26,29.76,1007.71,83,28,5.9,9.5,231,SW,5,8,75,24,62,29.71,1006,77,25,3.7,6.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM ICT on June 09, 2017', 'year': '2017', 'mon': '06', 'mday': '09', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,77,82,28,94,29.80,1009,93,34,6.2,10.0,8,13,77,25,29.75,1007.17,85,30,6.0,9.7,242,WSW,3,6,72,22,52,29.65,1004,77,25,2.8,4.5,0,0,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
